,Time,Temperature,Well,Data,Row,Column,Read,Plate,Clock Time,Reader,Name,[DNA] (nM),[PMix] (mg/mL),[Ribosome] (uM),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[ATP] (mM),[GTP] (mM),[Amino Acids] (mM),[tRNA] (ug/uL),hepes mM,ppk uM,polyphosphate mM,ctp mM,utp mM,tcep mM,folinic_acid mM,spermidine mM,rnas_inh U/ml,[Magnesium acetate] (mM) conc_to_add,[Magnesium acetate] (mM) vol_to_pipette_ul,[Creatine phosphate] (mM) conc_to_add,[Creatine phosphate] (mM) vol_to_pipette_ul,[Potassium glutamate] (mM) conc_to_add,[Potassium glutamate] (mM) vol_to_pipette_ul,[ATP] (mM) conc_to_add,[ATP] (mM) vol_to_pipette_ul,[GTP] (mM) conc_to_add,[GTP] (mM) vol_to_pipette_ul,[Amino Acids] (mM) conc_to_add,[Amino Acids] (mM) vol_to_pipette_ul,[tRNA] (ug/uL) conc_to_add,[tRNA] (ug/uL) vol_to_pipette_ul,base_master_mix_vol_to_add_ul,total_titration_vol_to_add_ul,buffer_vol_to_add_ul,total_vol_check_ul,Type
1911,0 days 01:05:22,37.0,I14,177225,I,14,GFP-Gext,Plate 1,2026-03-19 13:07:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1912,0 days 01:10:22,37.0,I14,198400,I,14,GFP-Gext,Plate 1,2026-03-19 13:12:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1913,0 days 01:15:22,37.0,I14,216741,I,14,GFP-Gext,Plate 1,2026-03-19 13:17:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1914,0 days 01:20:22,37.0,I14,236629,I,14,GFP-Gext,Plate 1,2026-03-19 13:22:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1915,0 days 01:25:22,37.1,I14,253098,I,14,GFP-Gext,Plate 1,2026-03-19 13:27:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1916,0 days 01:30:22,37.1,I14,268403,I,14,GFP-Gext,Plate 1,2026-03-19 13:32:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1917,0 days 01:35:22,37.0,I14,284383,I,14,GFP-Gext,Plate 1,2026-03-19 13:37:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1918,0 days 01:40:22,37.0,I14,298052,I,14,GFP-Gext,Plate 1,2026-03-19 13:42:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1919,0 days 01:45:22,37.0,I14,312533,I,14,GFP-Gext,Plate 1,2026-03-19 13:47:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1920,0 days 01:50:22,36.9,I14,323667,I,14,GFP-Gext,Plate 1,2026-03-19 13:52:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1921,0 days 01:55:22,37.0,I14,335083,I,14,GFP-Gext,Plate 1,2026-03-19 13:57:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1922,0 days 02:00:22,37.0,I14,348295,I,14,GFP-Gext,Plate 1,2026-03-19 14:02:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1923,0 days 02:05:22,37.0,I14,354239,I,14,GFP-Gext,Plate 1,2026-03-19 14:07:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1924,0 days 02:10:22,37.0,I14,394407,I,14,GFP-Gext,Plate 1,2026-03-19 14:12:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1925,0 days 02:15:22,37.0,I14,402455,I,14,GFP-Gext,Plate 1,2026-03-19 14:17:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1926,0 days 02:20:22,37.0,I14,409259,I,14,GFP-Gext,Plate 1,2026-03-19 14:22:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1927,0 days 02:25:22,37.0,I14,416221,I,14,GFP-Gext,Plate 1,2026-03-19 14:27:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1928,0 days 02:30:22,37.1,I14,423009,I,14,GFP-Gext,Plate 1,2026-03-19 14:32:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1929,0 days 02:35:22,37.0,I14,428998,I,14,GFP-Gext,Plate 1,2026-03-19 14:37:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1930,0 days 02:40:22,37.0,I14,435803,I,14,GFP-Gext,Plate 1,2026-03-19 14:42:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1931,0 days 02:45:22,37.1,I14,439065,I,14,GFP-Gext,Plate 1,2026-03-19 14:47:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1932,0 days 02:50:22,37.0,I14,446567,I,14,GFP-Gext,Plate 1,2026-03-19 14:52:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1933,0 days 02:55:22,37.0,I14,449483,I,14,GFP-Gext,Plate 1,2026-03-19 14:57:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1934,0 days 03:00:22,37.0,I14,451748,I,14,GFP-Gext,Plate 1,2026-03-19 15:02:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1935,0 days 03:05:22,37.0,I14,457644,I,14,GFP-Gext,Plate 1,2026-03-19 15:07:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1936,0 days 03:10:22,37.0,I14,461821,I,14,GFP-Gext,Plate 1,2026-03-19 15:12:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1937,0 days 03:15:22,37.0,I14,461650,I,14,GFP-Gext,Plate 1,2026-03-19 15:17:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1938,0 days 03:20:22,37.0,I14,466559,I,14,GFP-Gext,Plate 1,2026-03-19 15:22:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1939,0 days 03:25:22,37.1,I14,471675,I,14,GFP-Gext,Plate 1,2026-03-19 15:27:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1940,0 days 03:30:22,36.9,I14,473470,I,14,GFP-Gext,Plate 1,2026-03-19 15:32:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1941,0 days 03:35:22,37.1,I14,476158,I,14,GFP-Gext,Plate 1,2026-03-19 15:37:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1942,0 days 03:40:22,37.0,I14,479372,I,14,GFP-Gext,Plate 1,2026-03-19 15:42:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1943,0 days 03:45:22,37.0,I14,479876,I,14,GFP-Gext,Plate 1,2026-03-19 15:47:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1944,0 days 03:50:22,37.0,I14,477673,I,14,GFP-Gext,Plate 1,2026-03-19 15:52:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1945,0 days 03:55:22,37.1,I14,481575,I,14,GFP-Gext,Plate 1,2026-03-19 15:57:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1946,0 days 04:00:22,37.0,I14,483127,I,14,GFP-Gext,Plate 1,2026-03-19 16:02:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1947,0 days 04:05:22,37.1,I14,482101,I,14,GFP-Gext,Plate 1,2026-03-19 16:07:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1948,0 days 04:10:22,37.0,I14,483821,I,14,GFP-Gext,Plate 1,2026-03-19 16:12:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1949,0 days 04:15:22,37.0,I14,486874,I,14,GFP-Gext,Plate 1,2026-03-19 16:17:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1950,0 days 04:20:22,37.0,I14,485921,I,14,GFP-Gext,Plate 1,2026-03-19 16:22:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1951,0 days 04:25:22,37.1,I14,485530,I,14,GFP-Gext,Plate 1,2026-03-19 16:27:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1952,0 days 04:30:22,37.0,I14,484748,I,14,GFP-Gext,Plate 1,2026-03-19 16:32:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1953,0 days 04:35:22,37.0,I14,489633,I,14,GFP-Gext,Plate 1,2026-03-19 16:37:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1954,0 days 04:40:22,37.0,I14,486200,I,14,GFP-Gext,Plate 1,2026-03-19 16:42:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1955,0 days 04:45:22,37.0,I14,487918,I,14,GFP-Gext,Plate 1,2026-03-19 16:47:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1956,0 days 04:50:22,37.0,I14,489159,I,14,GFP-Gext,Plate 1,2026-03-19 16:52:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1957,0 days 04:55:22,37.1,I14,491651,I,14,GFP-Gext,Plate 1,2026-03-19 16:57:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1958,0 days 05:00:22,37.1,I14,491608,I,14,GFP-Gext,Plate 1,2026-03-19 17:02:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1959,0 days 05:05:22,37.0,I14,490792,I,14,GFP-Gext,Plate 1,2026-03-19 17:07:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1960,0 days 05:10:22,37.0,I14,493218,I,14,GFP-Gext,Plate 1,2026-03-19 17:12:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1961,0 days 05:15:22,37.1,I14,490820,I,14,GFP-Gext,Plate 1,2026-03-19 17:17:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1962,0 days 05:20:22,37.0,I14,493898,I,14,GFP-Gext,Plate 1,2026-03-19 17:22:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1963,0 days 05:25:22,37.0,I14,493435,I,14,GFP-Gext,Plate 1,2026-03-19 17:27:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1964,0 days 05:30:22,37.0,I14,496582,I,14,GFP-Gext,Plate 1,2026-03-19 17:32:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1965,0 days 05:35:22,37.0,I14,493631,I,14,GFP-Gext,Plate 1,2026-03-19 17:37:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1966,0 days 05:40:22,37.0,I14,492750,I,14,GFP-Gext,Plate 1,2026-03-19 17:42:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1967,0 days 05:45:22,37.0,I14,493705,I,14,GFP-Gext,Plate 1,2026-03-19 17:47:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1968,0 days 05:50:22,37.0,I14,495474,I,14,GFP-Gext,Plate 1,2026-03-19 17:52:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1969,0 days 05:55:22,37.0,I14,493886,I,14,GFP-Gext,Plate 1,2026-03-19 17:57:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1970,0 days 06:00:22,37.0,I14,495867,I,14,GFP-Gext,Plate 1,2026-03-19 18:02:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1971,0 days 00:00:22,27.7,I15,409,I,15,GFP-Gext,Plate 1,2026-03-19 12:02:56,Cytation5,20,5.0,1.8,1.8,23.0,60.0,77.5,3.2,2.3,0.1505,3.85,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,23.1,0.092,60.0,0.6,78.0,0.312,3.226,0.323,2.293,0.229,0.149,0.458,3.834,1.095,5.407,3.109,1.484,10.0,Sample
1972,0 days 00:05:22,33.8,I15,401,I,15,GFP-Gext,Plate 1,2026-03-19 12:07:56,Cytation5,20,5.0,1.8,1.8,23.0,60.0,77.5,3.2,2.3,0.1505,3.85,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,23.1,0.092,60.0,0.6,78.0,0.312,3.226,0.323,2.293,0.229,0.149,0.458,3.834,1.095,5.407,3.109,1.484,10.0,Sample
